,state_ut,district,year,voilent_crime_total,women_crime_total,property_crime_total,economic_crime_total,total_ipc_crimes
283,ANDHRA PRADESH,GUNTAKAL RLY.,2004,18,1,356,7,515
284,ANDHRA PRADESH,GUNTAKAL RLY.,2005,23,6,263,5,355
285,ANDHRA PRADESH,GUNTAKAL RLY.,2006,17,7,289,6,362
286,ANDHRA PRADESH,GUNTAKAL RLY.,2007,13,8,242,5,296
287,ANDHRA PRADESH,GUNTAKAL RLY.,2008,16,6,245,12,293
288,ANDHRA PRADESH,GUNTAKAL RLY.,2009,15,4,338,4,383
289,ANDHRA PRADESH,GUNTAKAL RLY.,2010,16,6,444,5,512
290,ANDHRA PRADESH,GUNTAKAL RLY.,2011,20,4,459,17,524
291,ANDHRA PRADESH,GUNTAKAL RLY.,2012,23,7,540,14,609
2013,ANDHRA PRADESH,GUNTAKAL RLY.,2013,13,5,502,7,552
292,ANDHRA PRADESH,GUNTAKAL RLY.,2014,23,5,621,16,687
2014,ANDHRA PRADESH,GUNTAKAL RLY.,2014,12,7,542,7,597
293,ANDHRA PRADESH,GUNTAKAL RLY.,2015,26,7,692,20,768
2015,ANDHRA PRADESH,GUNTAKAL RLY.,2015,16,11,539,7,602
294,ANDHRA PRADESH,GUNTAKAL RLY.,2016,29,9,783,22,865
2016,ANDHRA PRADESH,GUNTAKAL RLY.,2016,19,17,563,8,638
295,ANDHRA PRADESH,GUNTAKAL RLY.,2017,30,14,864,25,956
2017,ANDHRA PRADESH,GUNTAKAL RLY.,2017,20,16,578,8,654
296,ANDHRA PRADESH,GUNTAKAL RLY.,2018,34,19,989,29,1096
2018,ANDHRA PRADESH,GUNTAKAL RLY.,2018,19,16,611,8,689
297,ANDHRA PRADESH,GUNTAKAL RLY.,2019,38,19,1098,36,1219
2019,ANDHRA PRADESH,GUNTAKAL RLY.,2019,22,20,668,7,754
298,ANDHRA PRADESH,GUNTAKAL RLY.,2020,46,21,1279,44,1414
2020,ANDHRA PRADESH,GUNTAKAL RLY.,2020,25,19,667,9,761
299,ANDHRA PRADESH,GUNTAKAL RLY.,2021,53,18,1491,51,1639
2021,ANDHRA PRADESH,GUNTAKAL RLY.,2021,27,20,704,9,803
300,ANDHRA PRADESH,GUNTAKAL RLY.,2022,57,18,1744,59,1904
2022,ANDHRA PRADESH,GUNTAKAL RLY.,2022,29,23,702,11,809
301,ANDHRA PRADESH,GUNTAKAL RLY.,2023,69,20,2015,74,2209
2023,ANDHRA PRADESH,GUNTAKAL RLY.,2023,29,23,709,11,818
302,ANDHRA PRADESH,GUNTUR,2001,2738,812,2660,375,9106
303,ANDHRA PRADESH,GUNTUR,2002,2588,881,2786,421,9198
304,ANDHRA PRADESH,GUNTUR,2003,2532,917,2706,462,9029
305,ANDHRA PRADESH,GUNTUR,2004,2621,871,3348,458,10157
306,ANDHRA PRADESH,GUNTUR,2005,2410,917,2874,473,9144
307,ANDHRA PRADESH,GUNTUR,2006,2958,1088,3023,606,10575
308,ANDHRA PRADESH,GUNTUR,2007,2658,1268,2530,436,9923
309,ANDHRA PRADESH,GUNTUR,2008,2732,1088,2835,454,10275
310,ANDHRA PRADESH,GUNTUR,2009,3235,1679,2765,457,11111
311,ANDHRA PRADESH,GUNTUR,2010,2279,1282,1542,279,7253
312,ANDHRA PRADESH,GUNTUR,2011,3641,1002,1649,318,7815
313,ANDHRA PRADESH,GUNTUR,2012,3010,1111,1568,311,8165
2024,ANDHRA PRADESH,GUNTUR,2013,3087,1185,1567,357,7800
314,ANDHRA PRADESH,GUNTUR,2014,2912,1018,1373,294,7614
2025,ANDHRA PRADESH,GUNTUR,2014,3169,1143,1579,359,7934
315,ANDHRA PRADESH,GUNTUR,2015,2990,982,1311,273,7256
2026,ANDHRA PRADESH,GUNTUR,2015,3254,1156,1662,385,8136
316,ANDHRA PRADESH,GUNTUR,2016,3287,967,1149,239,7078
2027,ANDHRA PRADESH,GUNTUR,2016,3368,1121,1676,373,8254
317,ANDHRA PRADESH,GUNTUR,2017,3659,981,1069,212,7271
2028,ANDHRA PRADESH,GUNTUR,2017,3208,1211,1719,382,8170
318,ANDHRA PRADESH,GUNTUR,2018,3880,970,948,193,7356
2029,ANDHRA PRADESH,GUNTUR,2018,3269,1290,1739,395,8318
319,ANDHRA PRADESH,GUNTUR,2019,3859,977,870,179,7159
2030,ANDHRA PRADESH,GUNTUR,2019,3400,1415,1839,384,8561
320,ANDHRA PRADESH,GUNTUR,2020,3816,926,792,167,6808
2031,ANDHRA PRADESH,GUNTUR,2020,3337,1466,1967,399,8768
321,ANDHRA PRADESH,GUNTUR,2021,3918,880,679,165,6613
2032,ANDHRA PRADESH,GUNTUR,2021,3493,1557,2114,445,9177
322,ANDHRA PRADESH,GUNTUR,2022,4210,835,642,146,6662
2033,ANDHRA PRADESH,GUNTUR,2022,3618,1595,2153,448,9497
323,ANDHRA PRADESH,GUNTUR,2023,4502,787,553,123,6719
2034,ANDHRA PRADESH,GUNTUR,2023,3636,1580,2366,450,9870
324,ANDHRA PRADESH,GUNTUR URBAN,2010,657,389,1630,272,3990
325,ANDHRA PRADESH,GUNTUR URBAN,2011,1358,692,1854,291,4847
326,ANDHRA PRADESH,GUNTUR URBAN,2012,1457,943,1994,317,5657
2035,ANDHRA PRADESH,GUNTUR URBAN,2013,1550,640,2201,392,5943
327,ANDHRA PRADESH,GUNTUR URBAN,2014,1607,1027,1983,345,6061
2036,ANDHRA PRADESH,GUNTUR URBAN,2014,1598,619,2265,430,5991
328,ANDHRA PRADESH,GUNTUR URBAN,2015,1709,1134,2063,364,6626
2037,ANDHRA PRADESH,GUNTUR URBAN,2015,1604,660,2331,418,6106
329,ANDHRA PRADESH,GUNTUR URBAN,2016,1750,1347,2228,394,7218
2038,ANDHRA PRADESH,GUNTUR URBAN,2016,1623,673,2464,400,6322
330,ANDHRA PRADESH,GUNTUR URBAN,2017,1824,1479,2402,445,7877
2039,ANDHRA PRADESH,GUNTUR URBAN,2017,1721,704,2467,409,6518
331,ANDHRA PRADESH,GUNTUR URBAN,2018,1959,1718,2725,480,8731
2040,ANDHRA PRADESH,GUNTUR URBAN,2018,1823,715,2447,393,6581
332,ANDHRA PRADESH,GUNTUR URBAN,2019,1923,1949,2829,529,9304
2041,ANDHRA PRADESH,GUNTUR URBAN,2019,1911,727,2569,421,6880
333,ANDHRA PRADESH,GUNTUR URBAN,2020,2203,2217,3203,584,10702
2042,ANDHRA PRADESH,GUNTUR URBAN,2020,1830,728,2615,389,6794
334,ANDHRA PRADESH,GUNTUR URBAN,2021,2419,2569,3460,648,11985
2043,ANDHRA PRADESH,GUNTUR URBAN,2021,1964,750,2572,401,6976
335,ANDHRA PRADESH,GUNTUR URBAN,2022,2614,2819,3923,642,13344
2044,ANDHRA PRADESH,GUNTUR URBAN,2022,2019,772,2613,441,7241
336,ANDHRA PRADESH,GUNTUR URBAN,2023,2922,3313,4512,627,14852
2045,ANDHRA PRADESH,GUNTUR URBAN,2023,2009,770,2646,452,7287
337,ANDHRA PRADESH,HYDERABAD CITY,2001,3903,1028,6819,1418,14740
338,ANDHRA PRADESH,HYDERABAD CITY,2002,4592,1050,8983,1882,18362
339,ANDHRA PRADESH,HYDERABAD CITY,2003,5675,1763,15133,2272,27038
340,ANDHRA PRADESH,HYDERABAD CITY,2004,5802,1697,12913,2289,24795
341,ANDHRA PRADESH,HYDERABAD CITY,2005,5173,2007,11341,1991,22502
342,ANDHRA PRADESH,HYDERABAD CITY,2006,5660,1749,10113,1874,21939
343,ANDHRA PRADESH,HYDERABAD CITY,2007,5444,1940,10179,1792,22139
344,ANDHRA PRADESH,HYDERABAD CITY,2008,5225,1805,11668,2060,23969
345,ANDHRA PRADESH,HYDERABAD CITY,2009,4582,1906,11215,2141,23086
346,ANDHRA PRADESH,HYDERABAD CITY,2010,4854,1826,10799,2146,22631
347,ANDHRA PRADESH,HYDERABAD CITY,2011,4414,1799,9573,1983,20227
348,ANDHRA PRADESH,HYDERABAD CITY,2012,4609,1827,8104,2227,19848
2046,ANDHRA PRADESH,HYDERABAD CITY,2013,4147,2088,9043,2504,20753
349,ANDHRA PRADESH,HYDERABAD CITY,2014,4788,1930,7237,2205,19135
2047,ANDHRA PRADESH,HYDERABAD CITY,2014,4189,2158,9176,2911,21347
350,ANDHRA PRADESH,HYDERABAD CITY,2015,4332,1922,6411,2092,17410
2048,ANDHRA PRADESH,HYDERABAD CITY,2015,4138,2204,9413,2860,21454
351,ANDHRA PRADESH,HYDERABAD CITY,2016,4447,2070,5826,1965,17023
2049,ANDHRA PRADESH,HYDERABAD CITY,2016,4446,2196,9377,2673,21375
352,ANDHRA PRADESH,HYDERABAD CITY,2017,4502,2189,5379,2010,16472
2050,ANDHRA PRADESH,HYDERABAD CITY,2017,4557,2253,9375,2494,21556
353,ANDHRA PRADESH,HYDERABAD CITY,2018,4678,2208,4931,2123,16422
2051,ANDHRA PRADESH,HYDERABAD CITY,2018,4514,2410,9859,2607,22360
354,ANDHRA PRADESH,HYDERABAD CITY,2019,4712,2454,4817,2070,16567
2052,ANDHRA PRADESH,HYDERABAD CITY,2019,4555,2334,9762,2773,22400
355,ANDHRA PRADESH,HYDERABAD CITY,2020,5261,2543,4364,2249,16599
2053,ANDHRA PRADESH,HYDERABAD CITY,2020,4394,2280,10539,2836,23070
356,ANDHRA PRADESH,HYDERABAD CITY,2021,5361,2695,4009,2250,16588
2054,ANDHRA PRADESH,HYDERABAD CITY,2021,4438,2353,10504,2824,23430
357,ANDHRA PRADESH,HYDERABAD CITY,2022,5560,2872,3670,2254,16502
2055,ANDHRA PRADESH,HYDERABAD CITY,2022,4605,2528,10985,2852,24329
358,ANDHRA PRADESH,HYDERABAD CITY,2023,5767,3187,3392,2264,16746
2056,ANDHRA PRADESH,HYDERABAD CITY,2023,4692,2548,11065,2854,24840
359,ANDHRA PRADESH,KARIMNAGAR,2001,2305,942,1080,273,6326
360,ANDHRA PRADESH,KARIMNAGAR,2002,3676,976,1102,403,7651
361,ANDHRA PRADESH,KARIMNAGAR,2003,3724,1393,1237,432,8346
362,ANDHRA PRADESH,KARIMNAGAR,2004,3817,1571,1348,511,8797
363,ANDHRA PRADESH,KARIMNAGAR,2005,3864,1621,1837,694,9830
364,ANDHRA PRADESH,KARIMNAGAR,2006,2688,1576,1648,528,9064
365,ANDHRA PRADESH,KARIMNAGAR,2007,3969,1622,1926,484,9563
366,ANDHRA PRADESH,KARIMNAGAR,2008,4001,1543,1705,566,9277
367,ANDHRA PRADESH,KARIMNAGAR,2009,3745,1403,1343,424,8606
368,ANDHRA PRADESH,KARIMNAGAR,2010,3857,1411,1646,531,9216
369,ANDHRA PRADESH,KARIMNAGAR,2011,3932,1466,1951,650,9995
370,ANDHRA PRADESH,KARIMNAGAR,2012,3659,1439,2075,746,10032
2057,ANDHRA PRADESH,KARIMNAGAR,2013,3520,1556,1914,829,9782
371,ANDHRA PRADESH,KARIMNAGAR,2014,3544,1455,2331,833,10407
2058,ANDHRA PRADESH,KARIMNAGAR,2014,3429,1556,1948,798,9660
372,ANDHRA PRADESH,KARIMNAGAR,2015,3713,1468,2578,974,11121
2059,ANDHRA PRADESH,KARIMNAGAR,2015,3293,1573,1997,803,9751
373,ANDHRA PRADESH,KARIMNAGAR,2016,3822,1447,2978,1179,11944
2060,ANDHRA PRADESH,KARIMNAGAR,2016,3361,1607,2072,818,9962
374,ANDHRA PRADESH,KARIMNAGAR,2017,3550,1445,3529,1411,12491
2061,ANDHRA PRADESH,KARIMNAGAR,2017,3589,1737,2055,776,10551
375,ANDHRA PRADESH,KARIMNAGAR,2018,3508,1469,4244,1649,13490
2062,ANDHRA PRADESH,KARIMNAGAR,2018,3582,1690,2154,688,10528
376,ANDHRA PRADESH,KARIMNAGAR,2019,3551,1537,4750,1943,14633
2063,ANDHRA PRADESH,KARIMNAGAR,2019,3739,1702,2167,692,10589
377,ANDHRA PRADESH,KARIMNAGAR,2020,3481,1505,5402,2093,15665
2064,ANDHRA PRADESH,KARIMNAGAR,2020,3823,1716,2240,670,10678
378,ANDHRA PRADESH,KARIMNAGAR,2021,3539,1586,6207,2479,17188
2065,ANDHRA PRADESH,KARIMNAGAR,2021,4007,1777,2270,650,11007
379,ANDHRA PRADESH,KARIMNAGAR,2022,3516,1682,6869,2878,18715
2066,ANDHRA PRADESH,KARIMNAGAR,2022,4016,1838,2318,658,11144
380,ANDHRA PRADESH,KARIMNAGAR,2023,3552,1690,7947,3324,20692
2067,ANDHRA PRADESH,KARIMNAGAR,2023,4067,1880,2312,698,11428
381,ANDHRA PRADESH,KHAMMAM,2001,1606,829,922,170,5038
382,ANDHRA PRADESH,KHAMMAM,2002,2810,1054,1042,296,6195
383,ANDHRA PRADESH,KHAMMAM,2003,2906,730,953,184,5629
384,ANDHRA PRADESH,KHAMMAM,2004,1835,1036,1235,203,6523
385,ANDHRA PRADESH,KHAMMAM,2005,1827,799,1376,201,6411
386,ANDHRA PRADESH,KHAMMAM,2006,2046,790,1410,192,6677
387,ANDHRA PRADESH,KHAMMAM,2007,2056,1133,1397,192,6962
388,ANDHRA PRADESH,KHAMMAM,2008,1949,815,1388,181,6567
389,ANDHRA PRADESH,KHAMMAM,2009,2033,1186,1309,203,6946
390,ANDHRA PRADESH,KHAMMAM,2010,2867,837,1245,262,6215
391,ANDHRA PRADESH,KHAMMAM,2011,2946,1163,1359,218,6666
392,ANDHRA PRADESH,KHAMMAM,2012,2991,867,1359,282,6720
2068,ANDHRA PRADESH,KHAMMAM,2013,3213,1638,2251,691,11708
393,ANDHRA PRADESH,KHAMMAM,2014,3287,858,1426,305,7027
2069,ANDHRA PRADESH,KHAMMAM,2014,3071,1670,2324,780,11852
394,ANDHRA PRADESH,KHAMMAM,2015,3591,882,1427,332,7338
2070,ANDHRA PRADESH,KHAMMAM,2015,3202,1762,2362,837,12035
395,ANDHRA PRADESH,KHAMMAM,2016,3965,891,1407,402,7721
2071,ANDHRA PRADESH,KHAMMAM,2016,3284,1713,2381,792,12057
396,ANDHRA PRADESH,KHAMMAM,2017,4869,879,1394,453,8607
2072,ANDHRA PRADESH,KHAMMAM,2017,3401,1737,2417,827,12283
397,ANDHRA PRADESH,KHAMMAM,2018,5725,863,1424,526,9472
2073,ANDHRA PRADESH,KHAMMAM,2018,3571,1749,2386,889,12616
398,ANDHRA PRADESH,KHAMMAM,2019,6437,822,1475,607,10205
2074,ANDHRA PRADESH,KHAMMAM,2019,3600,1864,2503,860,13380
399,ANDHRA PRADESH,KHAMMAM,2020,7323,853,1480,670,11080
2075,ANDHRA PRADESH,KHAMMAM,2020,3689,1900,2566,862,13534
400,ANDHRA PRADESH,KHAMMAM,2021,8514,860,1461,750,12214
2076,ANDHRA PRADESH,KHAMMAM,2021,4134,1979,2489,896,13870
401,ANDHRA PRADESH,KHAMMAM,2022,9438,869,1519,866,13318
2077,ANDHRA PRADESH,KHAMMAM,2022,4016,2059,2421,849,13688
402,ANDHRA PRADESH,KHAMMAM,2023,10106,889,1566,949,14122
2078,ANDHRA PRADESH,KHAMMAM,2023,4196,2031,2483,886,13898
403,ANDHRA PRADESH,KRISHNA,2001,2486,650,1137,129,5330
404,ANDHRA PRADESH,KRISHNA,2002,2483,812,1333,168,5928
405,ANDHRA PRADESH,KRISHNA,2003,2486,736,1449,211,5984
406,ANDHRA PRADESH,KRISHNA,2004,2530,744,1678,186,6170
407,ANDHRA PRADESH,KRISHNA,2005,2719,741,1481,223,6060
408,ANDHRA PRADESH,KRISHNA,2006,2964,657,1265,154,5897
409,ANDHRA PRADESH,KRISHNA,2007,2854,773,1216,171,5783
410,ANDHRA PRADESH,KRISHNA,2008,3020,866,1351,136,6222
411,ANDHRA PRADESH,KRISHNA,2009,3254,964,1220,172,6504
412,ANDHRA PRADESH,KRISHNA,2010,3035,1058,1333,190,6511
413,ANDHRA PRADESH,KRISHNA,2011,3298,1623,1463,238,7618
414,ANDHRA PRADESH,KRISHNA,2012,3257,1646,1620,279,8018
2079,ANDHRA PRADESH,KRISHNA,2013,3189,1536,1493,246,7567
415,ANDHRA PRADESH,KRISHNA,2014,3393,1880,1797,325,8812
2080,ANDHRA PRADESH,KRISHNA,2014,3358,1616,1496,241,7879
416,ANDHRA PRADESH,KRISHNA,2015,3364,2192,2109,372,9662
2081,ANDHRA PRADESH,KRISHNA,2015,3488,1608,1504,246,8120
417,ANDHRA PRADESH,KRISHNA,2016,3414,2463,2270,449,10435
2082,ANDHRA PRADESH,KRISHNA,2016,3506,1584,1489,274,8238
418,ANDHRA PRADESH,KRISHNA,2017,3153,2823,2511,508,10957
2083,ANDHRA PRADESH,KRISHNA,2017,3455,1580,1485,273,8182
419,ANDHRA PRADESH,KRISHNA,2018,3267,3251,2853,613,12108
2084,ANDHRA PRADESH,KRISHNA,2018,3996,1635,1547,279,8947
420,ANDHRA PRADESH,KRISHNA,2019,3163,3677,3231,709,13116
2085,ANDHRA PRADESH,KRISHNA,2019,4224,1715,1551,285,9297
421,ANDHRA PRADESH,KRISHNA,2020,3233,4264,3797,760,14656
2086,ANDHRA PRADESH,KRISHNA,2020,4231,1732,1548,300,9389
422,ANDHRA PRADESH,KRISHNA,2021,3306,4706,4163,881,16108
2087,ANDHRA PRADESH,KRISHNA,2021,4277,1781,1550,298,9634
423,ANDHRA PRADESH,KRISHNA,2022,3483,5189,4691,985,17910
2088,ANDHRA PRADESH,KRISHNA,2022,4543,1780,1636,299,10022
424,ANDHRA PRADESH,KRISHNA,2023,3607,5706,5155,1060,19571
2089,ANDHRA PRADESH,KRISHNA,2023,4537,1857,1690,302,10170
425,ANDHRA PRADESH,KURNOOL,2001,2174,458,777,134,4954
426,ANDHRA PRADESH,KURNOOL,2002,2333,573,775,205,5091
427,ANDHRA PRADESH,KURNOOL,2003,1719,647,702,231,5100
428,ANDHRA PRADESH,KURNOOL,2004,1999,725,855,249,5775
429,ANDHRA PRADESH,KURNOOL,2005,1932,675,957,267,5710
430,ANDHRA PRADESH,KURNOOL,2006,2163,804,951,181,6301
431,ANDHRA PRADESH,KURNOOL,2007,2075,1053,1082,275,6686
432,ANDHRA PRADESH,KURNOOL,2008,4009,1061,1354,313,8501
433,ANDHRA PRADESH,KURNOOL,2009,2725,1154,1300,308,8611
434,ANDHRA PRADESH,KURNOOL,2010,2552,1300,1218,338,7883
435,ANDHRA PRADESH,KURNOOL,2011,2673,1142,1378,399,8111
436,ANDHRA PRADESH,KURNOOL,2012,3297,677,1303,347,7285
2090,ANDHRA PRADESH,KURNOOL,2013,3476,889,1421,528,8258
437,ANDHRA PRADESH,KURNOOL,2014,3636,626,1469,366,7598
2091,ANDHRA PRADESH,KURNOOL,2014,3310,900,1446,519,8284
438,ANDHRA PRADESH,KURNOOL,2015,3863,580,1559,379,7779
2092,ANDHRA PRADESH,KURNOOL,2015,3521,913,1475,477,8581
439,ANDHRA PRADESH,KURNOOL,2016,4356,548,1675,375,8342
2093,ANDHRA PRADESH,KURNOOL,2016,3594,927,1482,490,8850
440,ANDHRA PRADESH,KURNOOL,2017,4908,514,1746,408,8791
2094,ANDHRA PRADESH,KURNOOL,2017,3656,923,1506,465,9019
441,ANDHRA PRADESH,KURNOOL,2018,5368,494,1945,447,9315
2095,ANDHRA PRADESH,KURNOOL,2018,3809,932,1496,470,9227
442,ANDHRA PRADESH,KURNOOL,2019,6043,457,2090,513,10088
2096,ANDHRA PRADESH,KURNOOL,2019,3908,978,1576,496,9710
443,ANDHRA PRADESH,KURNOOL,2020,6124,434,2222,606,10272
2097,ANDHRA PRADESH,KURNOOL,2020,3659,1030,1631,458,9499
444,ANDHRA PRADESH,KURNOOL,2021,6928,435,2458,666,11275
2098,ANDHRA PRADESH,KURNOOL,2021,3616,1063,1652,473,9392
445,ANDHRA PRADESH,KURNOOL,2022,7802,404,2668,706,12227
2099,ANDHRA PRADESH,KURNOOL,2022,3428,1051,1687,468,9146
446,ANDHRA PRADESH,KURNOOL,2023,8990,376,2889,815,13667
2100,ANDHRA PRADESH,KURNOOL,2023,3386,1102,1693,504,9104
447,ANDHRA PRADESH,MAHABOOBNAGAR,2001,1627,445,916,106,5236
448,ANDHRA PRADESH,MAHABOOBNAGAR,2002,1801,706,1163,121,5935
449,ANDHRA PRADESH,MAHABOOBNAGAR,2003,1704,643,1212,145,5957
450,ANDHRA PRADESH,MAHABOOBNAGAR,2004,1965,610,1299,154,5143
451,ANDHRA PRADESH,MAHABOOBNAGAR,2005,2770,572,1491,135,6320
452,ANDHRA PRADESH,MAHABOOBNAGAR,2006,3214,726,1703,204,7198
453,ANDHRA PRADESH,MAHABOOBNAGAR,2007,3285,647,1823,221,7321
454,ANDHRA PRADESH,MAHABOOBNAGAR,2008,3458,697,2147,198,7760
455,ANDHRA PRADESH,MAHABOOBNAGAR,2009,3471,862,2291,205,8158
456,ANDHRA PRADESH,MAHABOOBNAGAR,2010,3055,775,2726,216,8104
457,ANDHRA PRADESH,MAHABOOBNAGAR,2011,3147,760,2590,223,8005
458,ANDHRA PRADESH,MAHABOOBNAGAR,2012,3094,612,2176,217,7578
2101,ANDHRA PRADESH,MAHABOOBNAGAR,2013,3708,881,2834,327,9506
459,ANDHRA PRADESH,MAHABOOBNAGAR,2014,3010,578,2161,225,7377
2102,ANDHRA PRADESH,MAHABOOBNAGAR,2014,3653,913,2981,348,9629
460,ANDHRA PRADESH,MAHABOOBNAGAR,2015,2848,535,2036,241,7035
2103,ANDHRA PRADESH,MAHABOOBNAGAR,2015,3939,930,2936,359,9904
461,ANDHRA PRADESH,MAHABOOBNAGAR,2016,2712,487,2002,246,6934
2104,ANDHRA PRADESH,MAHABOOBNAGAR,2016,4076,999,2958,379,10092
462,ANDHRA PRADESH,MAHABOOBNAGAR,2017,2846,446,1935,260,7149
2105,ANDHRA PRADESH,MAHABOOBNAGAR,2017,4185,1016,2948,379,10151
463,ANDHRA PRADESH,MAHABOOBNAGAR,2018,2836,407,1985,277,7342
2106,ANDHRA PRADESH,MAHABOOBNAGAR,2018,4462,1030,2879,372,10458
464,ANDHRA PRADESH,MAHABOOBNAGAR,2019,2783,390,1947,269,7131
2107,ANDHRA PRADESH,MAHABOOBNAGAR,2019,4894,1090,3107,374,11201
465,ANDHRA PRADESH,MAHABOOBNAGAR,2020,2806,377,1895,274,7216
2108,ANDHRA PRADESH,MAHABOOBNAGAR,2020,5294,1117,3243,390,11909
466,ANDHRA PRADESH,MAHABOOBNAGAR,2021,2701,370,1937,284,7191
2109,ANDHRA PRADESH,MAHABOOBNAGAR,2021,5701,1113,3175,395,12127
467,ANDHRA PRADESH,MAHABOOBNAGAR,2022,2783,348,1871,286,7369
2110,ANDHRA PRADESH,MAHABOOBNAGAR,2022,5911,1149,3143,394,12310
468,ANDHRA PRADESH,MAHABOOBNAGAR,2023,2750,315,1881,285,7496
2111,ANDHRA PRADESH,MAHABOOBNAGAR,2023,6326,1157,3201,393,12881
469,ANDHRA PRADESH,MEDAK,2001,2032,433,844,108,3879
470,ANDHRA PRADESH,MEDAK,2002,2359,581,1037,129,4678
471,ANDHRA PRADESH,MEDAK,2003,2585,480,1364,126,5402
472,ANDHRA PRADESH,MEDAK,2004,2656,546,1296,183,5395
473,ANDHRA PRADESH,MEDAK,2005,2224,459,1100,144,4522
474,ANDHRA PRADESH,MEDAK,2006,3013,628,1438,247,6280
475,ANDHRA PRADESH,MEDAK,2007,3230,764,1499,267,6788
476,ANDHRA PRADESH,MEDAK,2008,3211,686,1606,274,6742
477,ANDHRA PRADESH,MEDAK,2009,2948,714,1485,291,6592
478,ANDHRA PRADESH,MEDAK,2010,2599,709,1441,246,5945
479,ANDHRA PRADESH,MEDAK,2011,2822,690,1484,271,6311
480,ANDHRA PRADESH,MEDAK,2012,2652,759,1818,347,6843
2112,ANDHRA PRADESH,MEDAK,2013,3048,909,1981,389,7937
481,ANDHRA PRADESH,MEDAK,2014,2529,808,1866,361,6870
2113,ANDHRA PRADESH,MEDAK,2014,3053,913,2040,433,8010
482,ANDHRA PRADESH,MEDAK,2015,2454,862,1998,398,6995
2114,ANDHRA PRADESH,MEDAK,2015,3172,927,2142,452,8296
483,ANDHRA PRADESH,MEDAK,2016,2475,948,2264,448,7539
2115,ANDHRA PRADESH,MEDAK,2016,3240,937,2216,462,8497
484,ANDHRA PRADESH,MEDAK,2017,2321,967,2499,468,7655
2116,ANDHRA PRADESH,MEDAK,2017,3242,968,2287,470,8789
485,ANDHRA PRADESH,MEDAK,2018,2228,1029,2696,532,7832
2117,ANDHRA PRADESH,MEDAK,2018,3220,978,2247,470,8719
486,ANDHRA PRADESH,MEDAK,2019,2240,1067,2952,541,8163
2118,ANDHRA PRADESH,MEDAK,2019,3301,991,2297,463,9035
487,ANDHRA PRADESH,MEDAK,2020,2244,1164,3145,577,8511
2119,ANDHRA PRADESH,MEDAK,2020,3485,956,2340,491,9257
488,ANDHRA PRADESH,MEDAK,2021,2180,1249,3342,615,8856
2120,ANDHRA PRADESH,MEDAK,2021,3637,1017,2396,541,9459
489,ANDHRA PRADESH,MEDAK,2022,2068,1256,3630,624,9182
2121,ANDHRA PRADESH,MEDAK,2022,3683,1037,2531,579,9744
490,ANDHRA PRADESH,MEDAK,2023,2214,1359,3910,635,9633
2122,ANDHRA PRADESH,MEDAK,2023,3740,1027,2616,609,9964
491,ANDHRA PRADESH,NALGONDA,2001,2033,581,803,143,5382
492,ANDHRA PRADESH,NALGONDA,2002,1964,665,832,216,5698
493,ANDHRA PRADESH,NALGONDA,2003,2193,813,906,189,6116
494,ANDHRA PRADESH,NALGONDA,2004,2273,721,1037,187,6528
495,ANDHRA PRADESH,NALGONDA,2005,2248,821,1258,289,7150
496,ANDHRA PRADESH,NALGONDA,2006,2983,1000,1296,272,8601
497,ANDHRA PRADESH,NALGONDA,2007,2950,1023,1229,254,8584
498,ANDHRA PRADESH,NALGONDA,2008,2947,1039,1419,249,8758
499,ANDHRA PRADESH,NALGONDA,2009,2973,1093,1301,326,9297
500,ANDHRA PRADESH,NALGONDA,2010,2558,854,1533,295,8480
501,ANDHRA PRADESH,NALGONDA,2011,2567,817,1539,301,8384
502,ANDHRA PRADESH,NALGONDA,2012,4162,1015,1956,449,9877
2123,ANDHRA PRADESH,NALGONDA,2013,4599,1298,2035,592,11296
503,ANDHRA PRADESH,NALGONDA,2014,4360,1005,2157,504,10158
2124,ANDHRA PRADESH,NALGONDA,2014,4907,1308,2139,626,11648
504,ANDHRA PRADESH,NALGONDA,2015,4867,1003,2514,608,10997
2125,ANDHRA PRADESH,NALGONDA,2015,5299,1291,2122,616,11826
505,ANDHRA PRADESH,NALGONDA,2016,5405,971,2904,653,11752
2126,ANDHRA PRADESH,NALGONDA,2016,5380,1313,2207,624,12041
506,ANDHRA PRADESH,NALGONDA,2017,5884,965,3430,739,12569
2127,ANDHRA PRADESH,NALGONDA,2017,5170,1357,2287,640,12072
507,ANDHRA PRADESH,NALGONDA,2018,7301,1012,3837,808,14348
2128,ANDHRA PRADESH,NALGONDA,2018,5222,1408,2311,678,12315
508,ANDHRA PRADESH,NALGONDA,2019,8134,1025,4491,860,15728
2129,ANDHRA PRADESH,NALGONDA,2019,5380,1396,2322,725,12697
509,ANDHRA PRADESH,NALGONDA,2020,9345,1060,5346,918,17760
2130,ANDHRA PRADESH,NALGONDA,2020,5200,1408,2310,741,12457
510,ANDHRA PRADESH,NALGONDA,2021,10327,1098,5884,963,19294
2131,ANDHRA PRADESH,NALGONDA,2021,5391,1436,2327,740,12888
511,ANDHRA PRADESH,NALGONDA,2022,11707,1108,6666,1087,21486
2132,ANDHRA PRADESH,NALGONDA,2022,5796,1481,2404,771,13466
512,ANDHRA PRADESH,NALGONDA,2023,13395,1142,7808,1237,24434
2133,ANDHRA PRADESH,NALGONDA,2023,5696,1528,2583,763,13553
